station,lat,lon,station_name_pinyin,station_name_zh,station_name_en,city_pinyin,city_zh,city_en,region,province
1874A,24.3663,109.3957,shìjǐuzhōng,市九中,City Jiuzhong,lǐuzhōu,柳州,Liuzhou,Mainland China,Guangxi
1875A,24.3158,109.4839,gǔtíngshān,古亭山,Gutingshan,lǐuzhōu,柳州,Liuzhou,Mainland China,Guangxi
1876A,18.2489,109.5078,hédōngzǐzhàn,河东子站,Hedongzi Station,sānyà,三亚,Sanya,Mainland China,Hainan
1877A,18.2681,109.4964,héxīzǐzhàn,河西子站,Hexi Sub Station,sānyà,三亚,Sanya,Mainland China,Hainan
1878A,31.4747,104.7778,fùlèshān,富乐山,Fuller Mountain,miányáng,绵阳,Mianyang,Mainland China,Sichuan
1879A,31.4539,104.7536,shìréndà,市人大,City people&#39;s congress,miányáng,绵阳,Mianyang,Mainland China,Sichuan
1880A,31.4656,104.6717,gāoxīnqūzìláishǔigōngsī,高新区自来水公司,High-tech Zone Water Company,miányáng,绵阳,Mianyang,Mainland China,Sichuan
1881A,31.5072,104.7283,sānshǔichǎng,三水厂,Sanshui Factory,miányáng,绵阳,Mianyang,Mainland China,Sichuan
1882A,28.8194,104.5969,shímǎzhōngxué,石马中学,Shima Middle School,yíbīn,宜宾,Yibin,Mainland China,Sichuan
1883A,28.76611,104.6225,shìwěi,市委,Municipal party committee,yíbīn,宜宾,Yibin,Mainland China,Sichuan
1884A,28.7867,104.6061,yíbīnsìzhōng,宜宾四中,Yibin No.4 Middle School,yíbīn,宜宾,Yibin,Mainland China,Sichuan
1885A,28.763890000000004,104.6417,shìzhèngfǔ,市政府,Local government,yíbīn,宜宾,Yibin,Mainland China,Sichuan
1886A,28.71583,104.5761,huángjīnzǔi,黄金嘴,Gold mouth,yíbīn,宜宾,Yibin,Mainland China,Sichuan
1887A,28.7989,104.6789,shāpíngzhōngxué,沙坪中学,Shaping Middle School,yíbīn,宜宾,Yibin,Mainland China,Sichuan
1888A,26.57098,101.68912,nòngnòngpíng,弄弄坪,Make up,pānzhīhuā,攀枝花,Panzhihua,Mainland China,Sichuan
1889A,26.5928,101.5769,héménkǒu,河门口,River gate,pānzhīhuā,攀枝花,Panzhihua,Mainland China,Sichuan
1890A,26.585,101.7169,bǐngcǎogǎng,炳草岗,Bing Caogang,pānzhīhuā,攀枝花,Panzhihua,Mainland China,Sichuan
1891A,26.5017,101.7453,rénhé,仁和,Renhe,pānzhīhuā,攀枝花,Panzhihua,Mainland China,Sichuan
1893A,28.9583,105.4306,jǐushīshān,九狮山,Nine Lion Mountain,lúzhōu,泸州,Luzhou,Mainland China,Sichuan
1894A,28.9026,105.4436,xiǎoshìshàngmǎtóu,小市上码头,Small city on the pier,lúzhōu,泸州,Luzhou,Mainland China,Sichuan
1895A,28.8558,105.4322,lántiánxiànqiáo,兰田宪桥,Lantian Xianqiao,lúzhōu,泸州,Luzhou,Mainland China,Sichuan
1896A,28.8833,105.4322,shìhuánjiānzhàn,市环监站,City Environmental Monitoring Station,lúzhōu,泸州,Luzhou,Mainland China,Sichuan
1897A,29.3628,104.7547,dàtángshān,大塘山,Datang Mountain,zìgòng,自贡,Zigong,Mainland China,Sichuan
1898A,29.3586,104.7214,yánmǎlù,盐马路,Salt road,zìgòng,自贡,Zigong,Mainland China,Sichuan
1899A,29.3564,104.7747,tánmùlínjiē,檀木林街,Sandalwood Street,zìgòng,自贡,Zigong,Mainland China,Sichuan
1900A,29.3411,104.7692,chūnhuálù,春华路,Chunhua Road,zìgòng,自贡,Zigong,Mainland China,Sichuan
1901A,31.1208,104.4219,dōngshāngōngyuán,东山公园,Dongshan Park,déyáng,德阳,Deyang,Mainland China,Sichuan
1902A,31.1333,104.3883,xīxiǎoqū,西小区,Western Community,déyáng,德阳,Deyang,Mainland China,Sichuan
1903A,31.1167,104.4053,shìjiǎncháyuàn,市检察院,City procuratorate,déyáng,德阳,Deyang,Mainland China,Sichuan
1904A,31.1108,104.3539,nàihuǒcáiliàochǎng,耐火材料厂,Refractory plant,déyáng,德阳,Deyang,Mainland China,Sichuan
1905A,30.8064,106.056,xīshānfēngjǐngqū,西山风景区,Xishan Scenic Area,nánchōng,南充,Nanchong,Mainland China,Sichuan
1906A,30.8023,106.0789,nánchōngshìwěi,南充市委,Nanchong Municipal Committee,nánchōng,南充,Nanchong,Mainland China,Sichuan
1907A,30.8217,106.1031,nánchōngliànyóuchǎng,南充炼油厂,Nanchong Refinery,nánchōng,南充,Nanchong,Mainland China,Sichuan
1908A,30.7856,106.1064,gāopíngqūjiāncèzhàn,高坪区监测站,Gaoping District Monitoring Station,nánchōng,南充,Nanchong,Mainland China,Sichuan
1909A,30.7636,106.0642,jiālíngqūhuánbǎojú,嘉陵区环保局,Jialing District Environmental Protection Bureau,nánchōng,南充,Nanchong,Mainland China,Sichuan
1910A,30.8388,106.1087,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,nánchōng,南充,Nanchong,Mainland China,Sichuan
1911A,27.6869,106.9222,dīngzìkǒu,丁字口,T-shaped mouth,zūnyì,遵义,Zunyi,Mainland China,Guizhou
1912A,27.7019,106.9242,fènghuángshān,凤凰山,Phoenix Mountains,zūnyì,遵义,Zunyi,Mainland China,Guizhou
1913A,27.6486,106.8906,zhōngzhuāng,忠庄,Zhongzhuang,zūnyì,遵义,Zunyi,Mainland China,Guizhou
1914A,27.6506,106.9231,zhōushǔiqiáo,舟水桥,Zhoushuiqiao,zūnyì,遵义,Zunyi,Mainland China,Guizhou
1915A,27.72,106.9178,gāntiánbà,干田坝,Dry land dam,zūnyì,遵义,Zunyi,Mainland China,Guizhou
1916A,25.5035,103.7897,huánjìngjiāncèzhàn,环境监测站,Environmental monitoring observatories;,qūjìng,曲靖,Qujing,Mainland China,Yunnan
1917A,25.5364,103.8,yānchǎngbàngōngqū,烟厂办公区,Tobacco factory office area,qūjìng,曲靖,Qujing,Mainland China,Yunnan
1918A,34.3956,108.7197,qìxiàngzhàn,气象站,weather station,xiányáng,咸阳,Xianyang,Mainland China,Shaanxi
1919A,34.3181,108.6761,zhōnghuáxiǎoqū,中华小区,Zhonghua Community,xiányáng,咸阳,Xianyang,Mainland China,Shaanxi
1920A,34.3617,108.7233,shīfànxuéyuàn,师范学院,Teacher Training Colleges,xiányáng,咸阳,Xianyang,Mainland China,Shaanxi
1921A,34.3164,108.7369,zhōngyìxuéyuàn,中医学院,Chinese medicine,xiányáng,咸阳,Xianyang,Mainland China,Shaanxi
1922A,35.0994,109.0656,dǎngxiào,党校,Party school,tóngchuān,铜川,Tongchuan,Mainland China,Shaanxi
1923A,35.0697,109.0697,wángyìqūzhèngfǔ,王益区政府,Wang Yi District Government,tóngchuān,铜川,Tongchuan,Mainland China,Shaanxi
1924A,34.9058,108.9344,xīnqūguǎnwěihùi,新区管委会,New District Management Committee,tóngchuān,铜川,Tongchuan,Mainland China,Shaanxi
1925A,34.8731,108.9589,xīnqūlánzhīgōngsī,新区兰芝公司,New District Lange Company,tóngchuān,铜川,Tongchuan,Mainland China,Shaanxi
1926A,36.6275,109.4131,zǎoyuán,枣园,Zaoyuan,yánān,延安,Yan&#39;an,Mainland China,Shaanxi
1927A,36.6028,109.4761,yándàyìfùyuàn,延大医附院,Yanda Medical Affiliated Hospital,yánān,延安,Yan&#39;an,Mainland China,Shaanxi
1928A,36.5767,109.4824,shìjiāncèzhàn,市监测站,City monitoring station,yánān,延安,Yan&#39;an,Mainland China,Shaanxi
1929A,36.6106,109.5056,bǎimǐdàdào,百米大道,Baimi Avenue,yánān,延安,Yan&#39;an,Mainland China,Shaanxi
1930A,34.3708,107.1586,miàogōucūn,庙沟村,Miaogou Village,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1931A,34.3017,107.0708,zhúyuángōu,竹园沟,Zhuyuangou,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1932A,34.3672,107.1906,sānlùyìyuàn,三陆医院,Sanlu Hospital,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1933A,34.3547,107.1431,jiāncèzhàn,监测站,GHG monitoring,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1934A,34.3739,107.1186,jìgōngxuéxiào,技工学校,Technical School,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1935A,34.3528,107.3906,chéncānghuánbǎojú,陈仓环保局,Chencang Environmental Protection Bureau,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1936A,34.3497,107.2058,wénlǐxuéyuàn,文理学院,Liberal arts college,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1937A,34.3622,107.2386,sāndíxiǎoxué,三迪小学,Sandi Primary School,bǎojī,宝鸡,Baoji,Mainland China,Shaanxi
1938A,34.5101,109.5293,nóngkēsuǒ,农科所,Agricultural Institute,wèinán,渭南,Weinan,Mainland China,Shaanxi
1939A,34.5004,109.5049,rìbàoshè,日报社,Daily newspaper,wèinán,渭南,Weinan,Mainland China,Shaanxi
1940A,34.493,109.4636,tǐyùguǎn,体育馆,Gymnasium,wèinán,渭南,Weinan,Mainland China,Shaanxi
1941A,34.5021,109.4266,gāoxīnyīxiǎo,高新一小,High-tech,wèinán,渭南,Weinan,Mainland China,Shaanxi
1942A,38.5247,102.1878,shìkēwěi,市科委,Municipal Science and Technology Commission,jīnchāng,金昌,Jinchang,Mainland China,Gansu
1943A,38.5339,102.1725,xīnchuānyuàn,新川苑,Xinchuanyuan,jīnchāng,金昌,Jinchang,Mainland China,Gansu
1944A,38.5061,102.1708,gōngsīèrzhāo,公司二招,Company two strokes,jīnchāng,金昌,Jinchang,Mainland China,Gansu
1945A,39.7711,98.2908,qìxiàngjú,气象局,Weather bureau,jiāyùguān,嘉峪关,Jiayuguan,Mainland China,Gansu
1946A,39.8584,98.2379,jǐugāngnàicáigōngsī,酒钢耐材公司,Jiugang refractory company,jiāyùguān,嘉峪关,Jiayuguan,Mainland China,Gansu
1947A,38.817,106.3394,shāhúlv̌yóuqū,沙湖旅游区,Shahu Tourist Area,shízǔishān,石嘴山,Shizuishan,Mainland China,Ningxia Hui
1948A,39.0153,106.3717,dàwǔkǒuhuánghédōngjiē,大武口黄河东街,Dawukou Huanghe East Street,shízǔishān,石嘴山,Shizuishan,Mainland China,Ningxia Hui
1949A,39.2282,106.7704,hùinóngnándàjiē,惠农南大街,Huinong South Street,shízǔishān,石嘴山,Shizuishan,Mainland China,Ningxia Hui
1950A,39.1292,106.7096,hóngguǒzǐzhènhùixīnjiē,红果子镇惠新街,"Huixin Street, Hongguo Town",shízǔishān,石嘴山,Shizuishan,Mainland China,Ningxia Hui
1951A,45.6033,84.8861,chángzhēngxīncūn,长征新村,Long March New Village,kèlāmǎyī,克拉玛依,Karamay,Mainland China,Xinjiang Uygur
1952A,45.5828,84.8897,nánlínxiǎoqū,南林小区,Nanlin Community,kèlāmǎyī,克拉玛依,Karamay,Mainland China,Xinjiang Uygur
1953A,45.6886,85.1186,báijiǎntānqū,白碱滩区,Baijiantan District,kèlāmǎyī,克拉玛依,Karamay,Mainland China,Xinjiang Uygur
1954A,44.3336,84.8983,dúshānzǐqū,独山子区,Dushanzi District,kèlāmǎyī,克拉玛依,Karamay,Mainland China,Xinjiang Uygur
1955A,46.0872,85.6931,wūěrhéqūshāngmàolóu,乌尔禾区商贸楼,Wuerhe District Business Building,kèlāmǎyī,克拉玛依,Karamay,Mainland China,Xinjiang Uygur
1956A,41.7511,86.1461,kǒngquègōngyuán,孔雀公园,Peacock Park,kùěrlè,库尔勒,Korla,Mainland China,Xinjiang Uygur
1957A,41.7192,86.2022,miánfǎngchǎng,棉纺厂,Cotton mill,kùěrlè,库尔勒,Korla,Mainland China,Xinjiang Uygur
1958A,41.7128,86.2381,jīngjìkāifāqū,经济开发区,economic development Zone,kùěrlè,库尔勒,Korla,Mainland China,Xinjiang Uygur
1959A,36.881,118.746,jiāncèzhàn,监测站,GHG monitoring,shòuguāng,寿光,Shouguang,Mainland China,Shandong
1960A,36.864,118.78,shìjìxuéxiào,世纪学校,Century school,shòuguāng,寿光,Shouguang,Mainland China,Shandong
1961A,36.71,117.541,huánjìngjiāncèzhàn,环境监测站,Environmental monitoring observatories;,zhāngqīu,章丘,Zhang Qiu,Mainland China,Shandong
1962A,36.71,117.541,míngshǔikāifāqū,明水开发区,Mingshui Development Zone,zhāngqīu,章丘,Zhang Qiu,Mainland China,Shandong
1963A,36.44,120.61,huánbǎojúzǐzhàn,环保局子站,Environmental Protection Agency Substation,jímò,即墨,Jimo,Mainland China,Shandong
1964A,36.39,120.47,kāifāqūzǐzhàn,开发区子站,Development zone substation,jímò,即墨,Jimo,Mainland China,Shandong
1965A,35.878,120.005,JNzǐzhàn,JN子站,JN substation,xiáonán,胶南,Jiaonan,Mainland China,Shandong
1966A,35.872,120.039,2hàozǐzhàn,2号子站,Substation 2,xiáonán,胶南,Jiaonan,Mainland China,Shandong
1967A,36.283,120.008,xiáozhōuhuánbǎojú,胶州环保局,Jiaozhou Environmental Protection Bureau,xiáozhōu,胶州,Jiaozhou,Mainland China,Shandong
1968A,36.253,120.014,xiáozhōuyīzhōng,胶州一中,Jiaozhou No.1 Middle School,xiáozhōu,胶州,Jiaozhou,Mainland China,Shandong
1969A,36.865,120.537,huánbǎojúzǐzhàn,环保局子站,Environmental Protection Agency Substation,láixī,莱西,Lacey,Mainland China,Shandong
1970A,36.885,120.515,rénmínguǎngchángzǐzhàn,人民广场子站,People&#39;s Square Substation,láixī,莱西,Lacey,Mainland China,Shandong
1971A,36.792,119.952,1hào,1号,number 1,píngdù,平度,Flatness,Mainland China,Shandong
1972A,36.799,119.976,2hào,2号,2 No.,píngdù,平度,Flatness,Mainland China,Shandong
1973A,37.825,120.747,péngláihuánbǎojú,蓬莱环保局,Penglai Environmental Protection Bureau,pénglái,蓬莱,Penglai,Mainland China,Shandong
1974A,37.809,120.773,péngláibówùguǎn,蓬莱博物馆,Penglai Museum,pénglái,蓬莱,Penglai,Mainland China,Shandong
1975A,37.374,120.399,zhāoyuǎnhuánbǎojú,招远环保局,Zhaoyuan Environmental Protection Bureau,zhāoyuǎn,招远,Zhaoyuan,Mainland China,Shandong
1976A,37.364,120.394,zhāoyuǎnjiàoyùjú,招远教育局,Zhaoyuan Education Bureau,zhāoyuǎn,招远,Zhaoyuan,Mainland China,Shandong
1977A,37.177,119.941,láizhōuhuánbǎojú,莱州环保局,Laizhou Environmental Protection Bureau,láizhōu,莱州,Laizhou,Mainland China,Shandong
1978A,37.18,119.959,láizhōuwàijīngwěi,莱州外经委,Laizhou Foreign Economic Commission,láizhōu,莱州,Laizhou,Mainland China,Shandong
1979A,37.154,122.471,róngchéngshìhuánbǎojúbàngōnglóu,荣成市环保局办公楼,Rongcheng Environmental Protection Bureau Office Building,róngchéng,荣成,Rongcheng,Mainland China,Shandong
1980A,37.161,122.41,shāndōngchéngshānlúntāigōngsī,山东成山轮胎公司,Shandong Chengshan Tire Company,róngchéng,荣成,Rongcheng,Mainland China,Shandong
1981A,37.197,122.038,wéndēngshìhuánbǎojú,文登市环保局,Wendeng City Environmental Protection Bureau,wéndēng,文登,Wendeng,Mainland China,Shandong
1982A,37.187,122.019,wéndēngshìsīchóugōngsī,文登市丝绸公司,Wendeng Silk Company,wéndēng,文登,Wendeng,Mainland China,Shandong
1983A,36.913,121.531,rǔshānshìhuánbǎojú,乳山市环保局,Rushan Environmental Protection Bureau,rǔshān,乳山,Rushan,Mainland China,Shandong
1984A,36.907,121.544,rǔshānshìqìxiàngjú,乳山市气象局,Rushan Meteorological Bureau,rǔshān,乳山,Rushan,Mainland China,Shandong
1985A,31.155,120.636,wújiāngshìhuánbǎojú,吴江市环保局,Wujiang City Environmental Protection Bureau,wújiāng,吴江,Wu Jiang,Mainland China,Jiangsu
1986A,31.17,120.635,jiàoshījìnxīuxuéxiào,教师进修学校,Teacher training school,wújiāng,吴江,Wu Jiang,Mainland China,Jiangsu
1987A,31.172,120.658,wújiāngkāifāqū,吴江开发区,Wujiang Development Zone,wújiāng,吴江,Wu Jiang,Mainland China,Jiangsu
1988A,31.388,120.953,kūnshānshíyànxiǎoxué,昆山实验小学,Kunshan Experimental Primary School,kūnshān,昆山,Kunshan,Mainland China,Jiangsu
1989A,31.381,120.999,zhènchuānzhōngxué,震川中学,Zhenchuan Middle School,kūnshān,昆山,Kunshan,Mainland China,Jiangsu
1990A,31.67,120.758,hǎiyúzǐzhàn,海虞子站,Haizizi Station,chángshú,常熟,Changshu,Mainland China,Jiangsu
1991A,31.671,120.721,xīngfúzǐzhàn,兴福子站,Xingfuzi Station,chángshú,常熟,Changshu,Mainland China,Jiangsu
1992A,31.656,120.734,língtángzǐzhàn,菱塘子站,Lingtangzi Station,chángshú,常熟,Changshu,Mainland China,Jiangsu
1993A,31.874,120.526,zhāngjiāgǎngshìjiāncèzhàn,张家港市监测站,Zhangjiagang City Monitoring Station,zhāngjiāgǎng,张家港,Zhangjiagang,Mainland China,Jiangsu
1994A,31.882,120.55,chéngběixiǎoxué,城北小学,Chengbei Primary School,zhāngjiāgǎng,张家港,Zhangjiagang,Mainland China,Jiangsu
1995A,31.453000000000007,121.115,tàicāngshìjiāncèzhàn,太仓市监测站,Taicang City Monitoring Station,tàicāng,太仓,Taicang,Mainland China,Jiangsu
1996A,31.422,121.14,kējiàoxīnchéngshíxiǎo,科教新城实小,Science and education new town is small,tàicāng,太仓,Taicang,Mainland China,Jiangsu
1997A,31.955,119.146,xiāofángzhǐhūizhōngxīn,消防指挥中心,Fire command center,jùróng,句容,Jurong,Mainland China,Jiangsu
1998A,31.955,119.18,fángjiābà,房家坝,Fangjiaba,jùróng,句容,Jurong,Mainland China,Jiangsu
1999A,31.92,120.268,hóngqiáoyóuzhèng,虹桥邮政,Hongqiao Post,jiāngyīn,江阴,Jiangyin,Mainland China,Jiangsu
2000A,31.909,120.237,wǔxīnggōngyuán,五星公园,Five Star Park,jiāngyīn,江阴,Jiangyin,Mainland China,Jiangsu
2001A,31.92,120.302,dìèrshíyànxiǎoxué,第二实验小学,Second experimental primary school,jiāngyīn,江阴,Jiangyin,Mainland China,Jiangsu
2002A,31.354,119.818,yíxīngshìhuánbǎojú,宜兴市环保局,Yixing Environmental Protection Bureau,yíxīng,宜兴,Yixing,Mainland China,Jiangsu
2003A,31.371,119.794,yíyuán,宜园,Yiyuan,yíxīng,宜兴,Yixing,Mainland China,Jiangsu
2004A,31.751,119.579,jīntánshìhuánjìngjiāncèzhàn,金坛市环境监测站,Jintan Environmental Monitoring Station,jīntán,金坛,Jintan,Mainland China,Jiangsu
2005A,31.737,119.579,jīntánshìzìláishǔigōngsī,金坛市自来水公司,Jintan Water Supply Company,jīntán,金坛,Jintan,Mainland China,Jiangsu
2006A,31.4,119.46,lìyángshìdōngménzǐzhàn,溧阳市东门子站,Xiangyang Dongmenzi Station,lìyáng,溧阳,Fuyang,Mainland China,Jiangsu
2007A,31.317,119.438,yànshānzǐzhàn,燕山子站,Yanshanzi Station,lìyáng,溧阳,Fuyang,Mainland China,Jiangsu
2008A,31.896,121.173,hǎiménshìjiāncèzhàn,海门市监测站,Haimen City Monitoring Station,hǎimén,海门,sea Gate,Mainland China,Jiangsu
2009A,31.89708,121.1518,bèilěiyòuéryuán,蓓蕾幼儿园,Yu Lei Kindergarten,hǎimén,海门,sea Gate,Mainland China,Jiangsu
2010A,30.2366,119.7183,shìzhèngfǔ,市政府,Local government,línān,临安,Linan,Mainland China,Zhejiang
2011A,30.2311,119.6942,sìzhōng,四中,Fourth,línān,临安,Linan,Mainland China,Zhejiang
2012A,30.054,119.954,jiāncèzhàn,监测站,GHG monitoring,fùyáng,富阳,Fuyang,Mainland China,Zhejiang
2013A,30.049,119.946,fùchūnèrxiǎo,富春二小,Fuchun two small,fùyáng,富阳,Fuyang,Mainland China,Zhejiang
2014A,29.305,120.091,jiāngdōng,江东,Jiangdong,yìwū,义乌,[Yiwu],Mainland China,Zhejiang
2015A,29.334,120.04,běiyuàn,北苑,Beiyuan,yìwū,义乌,[Yiwu],Mainland China,Zhejiang
2016A,29.719,120.251,túshūguǎn,图书馆,Library,zhūjì,诸暨,Zhuji,Mainland China,Zhejiang
2017A,29.732,120.209,fùlínyìnwù,富林印务,Fulin Printing,zhūjì,诸暨,Zhuji,Mainland China,Zhejiang
2018A,39.625,121.989,bàolóngshānzhuāng,抱龙山庄,Hulong Mountain Villa,wǎfángdiàn,瓦房店,Wafangdian,Mainland China,Liaoning
2019A,39.617,122.011,dōngshāngōngyuán,东山公园,Dongshan Park,wǎfángdiàn,瓦房店,Wafangdian,Mainland China,Liaoning
2031A,27.9958,113.1817,yúntiánzhōngxué,云田中学,Yuntian Middle School,zhūzhōu,株洲,Zhuzhou,Mainland China,Hunan
1157A,32.0878,118.626,pǔkǒu,浦口,Pukou,nánjīng,南京,Nanjing,Mainland China,Jiangsu
1264A,28.9404,118.871,huánbǎodàlóu,环保大楼,Environmental protection building,qúzhōu,衢州,Zhangzhou,Mainland China,Zhejiang
1632A,36.838,118.0448,dōngfēnghuàgōngchǎng,东风化工厂,Dongfeng Chemical Factory,zībó,淄博,Zibo,Mainland China,Shandong
1724A,40.0917,113.3444,dàtóngdàxué,大同大学,Datong University,dàtóng,大同,Datong,Mainland China,Shanxi
1618A,35.0573,118.3418,yíhéxiǎoqū,沂河小区,Luohe Community,línyí,临沂,Linyi,Mainland China,Shandong
1309A,36.0699,120.3471,shìběiqūzǐzhàn,市北区子站,Shibei District Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
2054A,32.1078,114.1044,píngqiáofēnjú,平桥分局,Pingqiao Branch,xìnyáng,信阳,Xinyang,Mainland China,Henan
2064A,32.1403,114.0122,nánwānshǔichǎng,南湾水厂,Nanwan Water Plant,xìnyáng,信阳,Xinyang,Mainland China,Henan
2065A,32.1342,114.0681,shìniàngjǐugōngsī,市酿酒公司,City Brewing Company,xìnyáng,信阳,Xinyang,Mainland China,Henan
2066A,32.1383,114.0614,shěnjìjú,审计局,The Board of Audit,xìnyáng,信阳,Xinyang,Mainland China,Henan
2067A,33.6128,114.6613,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,zhōukǒu,周口,Zhoukou,Mainland China,Henan
2068A,33.6347,114.6758,zhōukǒushīfàn,周口师范,Zhoukou Normal,zhōukǒu,周口,Zhoukou,Mainland China,Henan
2069A,33.5979,114.6546,shìyùnguǎnchù,市运管处,City Transportation Management Office,zhōukǒu,周口,Zhoukou,Mainland China,Henan
2070A,33.6406,114.6369,chuānhùiqūhuánbǎojú,川汇区环保局,Chuanhui District Environmental Protection Bureau,zhōukǒu,周口,Zhoukou,Mainland China,Henan
2073A,24.5086,117.7206,lántián,蓝田,Lantian,zhāngzhōu,漳州,Zhangzhou,Mainland China,Fujian
2074A,24.5157,117.6569,zhāngzhōusānzhōng,漳州三中,Zhangzhou Sanzhong,zhāngzhōu,漳州,Zhangzhou,Mainland China,Fujian
